,id,title,runtime,original_language,budget,release_date,revenue,vote_average,popularity
1368,417427,The Good Boy,95.0,ru,0,2016-11-10,0.0,5.1,1.254369
1369,2978,Ghostbusters II,108.0,en,37000000,1989-06-15,215394738.0,6.3,16.414239
1370,225728,Macbeth,113.0,en,15000000,2015-08-16,12601706.0,6.4,12.493466
1371,128169,Sideways,124.0,ja,0,2009-10-31,0.0,4.0,0.056422
1372,178755,"Arab Cortege, Geneva",1.0,fr,0,1896-01-01,0.0,5.0,0.052557
1373,7837,The Time Shifters,88.0,en,0,1999-10-17,0.0,5.2,1.504521
1374,373745,Bloodknot,98.0,en,0,1995-09-17,0.0,6.0,0.107912
1375,26285,Fantozzi Still Suffers,85.0,it,0,1983-01-01,0.0,6.4,4.434073
1376,79515,Black Tar Heroin: The Dark End of the Street,75.0,en,0,2000-03-17,0.0,7.1,0.232074
1377,109174,Silent Predators,91.0,fr,0,1999-06-13,0.0,3.9,0.823598
1378,30667,Future Kick,80.0,en,0,1991-11-19,0.0,5.5,1.340467
1379,251577,The Treatment,131.0,nl,0,2014-01-29,0.0,6.8,3.667468
1380,18897,Don't Look Back,110.0,fr,13000000,2009-05-16,0.0,5.8,10.681024
1381,32489,Thoroughly Modern Millie,138.0,en,0,1967-03-21,0.0,7.1,2.608222
1382,5201,Wild Orchids,100.0,en,322000,1929-02-23,0.0,6.7,0.422399
1383,288708,In the Basement,81.0,de,0,2014-09-26,0.0,6.0,2.246861
1384,91422,"Not With My Wife, You Don't!",119.0,en,0,1966-11-02,0.0,5.0,0.353365
1385,61330,Please Remove Your Shoes,0.0,en,0,2010-07-01,0.0,5.8,0.165904
1386,27076,Epoch: Evolution,94.0,en,0,2003-11-29,0.0,3.5,2.374621
1387,50314,My Architect,116.0,en,0,2003-11-12,0.0,7.0,0.466477
1388,367416,The von Trapp Family: A Life of Music,0.0,de,0,2015-11-12,0.0,5.5,0.616745
1389,36550,Jack and the Beanstalk,94.0,en,0,2009-11-06,0.0,5.8,2.157779
1390,64926,June Night,88.0,sv,0,1940-04-03,0.0,6.0,0.384436
1391,37360,The Blacksmith,25.0,en,0,1922-07-21,0.0,6.9,0.743502
1392,11697,The Man Who Shot Liberty Valance,123.0,en,3200000,1962-04-22,8000000.0,7.4,6.641827
1393,45127,A Matador's Mistress,92.0,es,28000000,2008-09-06,0.0,5.8,2.430763
1394,584,2 Fast 2 Furious,107.0,en,76000000,2003-06-05,236350661.0,6.2,2.32462
1395,296367,Morning Star,90.0,en,3000000,2014-04-14,0.0,1.5,0.570639
1396,339060,The Cokeville Miracle,94.0,en,0,2015-06-05,0.0,4.5,1.352889
1397,228687,Playboy Bong,100.0,ko,0,2013-08-29,0.0,6.5,0.634213
1398,117509,Wimps,94.0,en,0,1986-01-01,0.0,5.0,0.039274
1399,39311,Murders in the Zoo,62.0,en,0,1933-03-31,0.0,4.9,0.228654
1400,354220,The Girl in the Photographs,95.0,en,0,2015-09-14,0.0,4.6,3.486367
1401,72660,I Don't Want to Go Back Alone,17.0,pt,0,2010-07-18,0.0,7.5,2.533384
1402,459928,12 Feet Deep,85.0,en,0,2016-01-01,0.0,5.1,4.479536
1403,377154,Being 17,116.0,fr,0,2016-02-27,0.0,7.0,4.909346
1404,66092,I Never Promised You a Rose Garden,96.0,en,3000000,1977-07-14,0.0,7.9,0.796358
1405,296244,Plague,86.0,en,200000,2014-10-30,0.0,4.7,1.125723
1406,17665,The Shoes of the Fisherman,156.0,en,0,1968-01-01,0.0,6.1,1.795249
1407,5723,Once,85.0,en,160000,2007-03-23,20710513.0,7.4,10.357064
1408,278,The Shawshank Redemption,142.0,en,25000000,1994-09-23,28341469.0,8.5,51.645403
1409,11316,The Tragedy of Macbeth,140.0,en,0,1971-10-13,0.0,7.0,4.52244
1410,15477,Love and a .45,101.0,en,0,1994-11-23,0.0,5.5,3.40523
1411,238399,Bill Cosby: Far From Finished,95.0,en,0,2013-11-23,0.0,7.4,0.560453
1412,128142,"Nono, the Zigzag Kid",90.0,en,0,2012-10-03,0.0,7.0,0.988802
1413,12759,Doll Graveyard,71.0,en,0,2005-01-01,0.0,2.9,0.657628
1414,65873,The N Word,0.0,en,0,2006-01-16,0.0,6.0,0.054365
1415,26550,Little Lips,86.0,en,0,1978-02-08,0.0,5.8,14.555186
1416,42668,Alexander the Great,136.0,en,0,1956-03-28,0.0,6.0,2.327854
1417,2748,Journey to Italy,85.0,it,0,1954-09-07,0.0,7.3,4.092146
1418,14123,Bratz,110.0,en,0,2007-08-03,0.0,5.1,9.033651
1419,71884,Model Behavior,89.0,en,0,2000-03-12,0.0,5.4,1.058851
1420,37413,Down Three Dark Streets,85.0,en,0,1954-09-02,0.0,6.0,0.329004
1421,31679,Eyewitness,103.0,en,0,1981-02-13,0.0,5.9,1.316179
1422,34092,Lover of Loser,102.0,nl,0,2009-09-23,0.0,8.4,0.674356
1423,29610,The Man Who Wasn't There,111.0,en,0,1983-08-12,0.0,3.1,0.621045
1424,201085,Crimson Peak,119.0,en,55000000,2015-10-13,74679822.0,6.4,13.492684
1425,44563,"Semen, a Love Sample",89.0,es,0,2005-01-01,0.0,4.0,0.247769
1426,53834,Mr. Peabody and the Mermaid,89.0,en,0,1948-08-11,0.0,5.2,0.80741
1427,67342,Mr. Vampire,96.0,cn,0,1985-11-07,0.0,5.8,4.191925
1428,268386,Ragamuffin,137.0,en,0,2014-01-09,0.0,7.2,0.495744
1429,69058,Crescendo,96.0,en,0,1970-06-07,0.0,5.7,0.008527
1430,21371,Goodbye Solo,91.0,en,0,2008-08-09,0.0,6.6,1.714522
1431,13821,The Boys,86.0,en,0,1998-05-07,0.0,6.8,1.239074
1432,452068,Drone,91.0,en,4000000,2017-05-26,0.0,5.7,8.413334
1433,385737,Always Shine,85.0,en,0,2016-11-25,0.0,5.3,4.412986
1434,10778,The Man Who Wasn't There,116.0,en,0,2001-05-13,0.0,7.4,7.204951
1435,4972,The Green Butchers,100.0,da,0,2003-03-08,0.0,7.4,6.438965
1436,54051,The Song of Ceylon,38.0,en,0,1934-11-30,0.0,5.0,0.037259
1437,120280,Pekka ja Pätkä puistotäteinä,64.0,fi,0,1955-03-04,0.0,4.0,0.10156
1438,97547,The Girl with the Red Hair,110.0,nl,0,1981-09-17,0.0,6.3,0.124225
1439,433878,The Mars Generation,97.0,en,0,2017-01-20,0.0,7.5,0.774638
1440,38126,Return of the Fly,80.0,de,0,1959-07-01,0.0,5.7,4.804353
1441,46159,Stand Up and Cheer!,69.0,en,0,1934-05-04,0.0,4.0,0.29391
1442,33811,Border Incident,94.0,en,0,1949-10-28,0.0,7.2,0.81594
1443,38091,Nobody Knows Anybody,105.0,es,0,1999-11-26,0.0,5.5,0.458272
1444,124071,How to Make Money Selling Drugs,96.0,en,0,2012-09-07,0.0,6.8,2.977883
1445,197926,Sincerely Yours,115.0,en,0,1955-11-05,0.0,5.0,0.900521
1446,53861,Die,91.0,sv,0,2010-01-06,0.0,4.5,1.898197
1447,382475,The Pass,87.0,en,0,2016-03-16,0.0,7.2,6.710179
1448,14170,Funny Farm,101.0,en,0,1988-06-03,0.0,6.0,11.303489
1449,6529,Hondo,83.0,en,0,1953-11-25,0.0,6.3,3.768829
1450,84242,Stories of Lost Souls,90.0,en,0,2004-11-12,0.0,5.0,0.748956
1451,35297,Daisy Diamond,94.0,da,0,2007-11-23,0.0,6.0,0.483574
1452,102161,Operation: Rabbit,7.0,en,0,1952-01-19,0.0,7.5,0.288558
1453,212713,Kisses For My President,113.0,en,0,1964-08-21,0.0,6.0,0.63124
1454,378350,The Mine,97.0,fi,1200000,2016-01-22,0.0,7.1,0.842808
1455,129542,Salmonberries,95.0,en,0,1991-10-31,0.0,5.7,0.25793
1456,52032,My Dog Tulip,83.0,en,0,2009-01-01,246574.0,7.6,1.733716
1457,73198,Queen Sized,87.0,en,0,2008-10-06,0.0,3.6,1.089673
1458,313943,Revolt,87.0,en,0,2017-07-01,0.0,6.0,8.442584
1459,18736,The Lizzie McGuire Movie,94.0,en,17000000,2003-04-25,55534455.0,5.8,6.730857
1460,140036,Olympian Holiday,108.0,fi,0,1976-12-17,0.0,6.3,0.00363
1461,919,Blood: The Last Vampire,48.0,en,0,2000-11-18,0.0,6.6,2.925291
1462,71756,Chhoti Si Baat,123.0,hi,0,1975-02-14,0.0,6.1,0.694499
1463,266102,Desert Dancer,98.0,en,0,2014-07-03,0.0,6.5,1.538705
1464,40836,Stealing Christmas,89.0,en,0,2003-11-30,0.0,3.9,0.383945
1465,128508,Pretty Butterflies,100.0,en,0,2012-09-06,0.0,7.3,0.716787
1466,324314,Tab Hunter Confidential,90.0,en,0,2015-03-15,0.0,7.6,0.864349
1467,59529,The State Counsellor,134.0,ru,0,2005-01-01,0.0,5.6,0.521143
1468,13260,Semi-Pro,91.0,en,0,2008-02-28,33472850.0,5.4,6.733237
1469,28180,Color Me Blood Red,79.0,en,50000,1965-10-13,0.0,5.0,0.649273
1470,295595,Soaked in Bleach,100.0,en,0,2015-06-09,0.0,7.0,3.539209
1471,49689,Broken Wings,87.0,he,0,2002-10-24,0.0,6.8,1.046869
1472,2321,Married to the Mob,104.0,en,10000000,1988-08-19,21486757.0,5.8,5.611184
1473,10862,Bounce,106.0,en,35000000,2000-11-15,36779296.0,5.5,13.349518
1474,127849,Double Tap,96.0,cn,0,2000-05-27,0.0,6.4,0.724986
1475,43592,Teeth,0.0,it,0,2000-10-13,0.0,6.5,0.670968
1476,103301,Babnik,74.0,en,0,1990-02-01,0.0,1.0,0.032701
1477,80705,Westfront 1918,97.0,de,0,1930-05-23,0.0,5.8,1.059412
1478,80988,Young Aphrodites,88.0,el,0,1963-06-06,0.0,8.0,0.709258
1479,382127,Manifesto,130.0,en,10000,2017-06-15,0.0,8.0,2.02267
1480,83897,Uprise,99.0,pt,0,2008-04-30,0.0,5.0,0.080879
1481,133373,Identification Marks: None,73.0,pl,0,1965-11-18,0.0,7.5,1.082036
1482,321191,Chronicle of a Blood Merchant,124.0,ko,0,2015-01-14,0.0,6.3,0.505002
1483,422566,I still hide to smoke,0.0,ar,0,2016-11-05,0.0,5.5,3.589741
1484,36583,Operation Crossbow,115.0,en,115,1965-04-01,0.0,5.9,2.375904
1485,16455,The Magic Roundabout,85.0,en,20000000,2005-01-19,0.0,5.6,2.757473
1486,57005,Eternal Summer,105.0,zh,0,2006-10-13,254000.0,5.1,0.690159
1487,38594,Dragon Ball: Yo! Son Goku and Friends Return!!,35.0,ja,0,2008-10-01,0.0,6.6,3.217392
1488,1694,Re-Animator,86.0,en,900000,1985-10-18,2023414.0,7.0,9.867238
1489,83233,Silvestre,120.0,pt,0,1982-05-06,0.0,5.0,0.041978
1490,24446,Holiday in Handcuffs,120.0,en,0,2007-12-09,0.0,6.2,9.267314
1491,44381,Napoleon,81.0,en,0,1995-10-10,0.0,5.5,0.863567
1492,199155,Face of Fire,79.0,en,0,1959-08-09,0.0,6.8,0.287522
1493,41441,The Sword with No Name,124.0,ko,0,2009-09-24,0.0,6.1,1.008942
1494,33788,Possession,86.0,en,0,2009-07-16,0.0,5.2,6.253597
1495,393764,The African Doctor,96.0,fr,0,2016-06-08,0.0,6.6,5.518577
1496,11399,Look at Me,110.0,fr,0,2004-11-18,0.0,6.4,1.614455
1497,9440,Primary Colors,143.0,en,65000000,1998-03-20,0.0,6.1,8.455425
1498,103122,Desirable Teacher,0.0,it,0,1981-09-19,0.0,5.3,1.983089
1499,19311,$9.99,78.0,en,0,2008-09-04,0.0,6.0,3.350555
1500,188540,Arrambam,157.0,en,9200000,2013-10-31,21000000.0,6.0,0.882864
1501,85043,Tere Naal Love Ho Gaya,0.0,hi,0,2012-02-24,0.0,5.3,0.841267
1502,19178,Four Bags Full,80.0,fr,0,1956-10-26,0.0,7.1,2.989587
1503,354556,Guardians,100.0,ru,7000000,2017-02-14,0.0,4.4,10.830129
1504,38171,Anastasia,105.0,en,3520000,1956-12-13,0.0,6.7,3.504149
1505,823,Jin-Roh: The Wolf Brigade,102.0,ja,0,1999-11-17,0.0,7.4,5.993402
1506,270668,When Animals Dream,84.0,da,3000000,2014-06-12,0.0,6.1,2.783608
1507,59255,The Unintentional Kidnapping of Mrs. Elfriede Ott,113.0,de,0,2010-10-01,0.0,6.6,0.382647
1508,899,Broken Blossoms,90.0,en,0,1919-05-13,0.0,6.9,3.185824
1509,352166,Catastasis,73.0,en,0,2015-04-15,0.0,6.0,0.070244
1510,214083,The Armstrong Lie,124.0,en,0,2013-09-08,383294.0,6.9,3.237965
1511,109535,Purgatory,120.0,ru,0,1998-03-23,0.0,4.5,0.438004
1512,11845,Intimacy,119.0,en,0,2001-01-20,0.0,6.1,4.472873
1513,306952,Naomi and Ely's No Kiss List,89.0,en,0,2015-09-18,0.0,5.9,6.347034
1514,23423,Friends and Family,87.0,en,0,2001-06-17,0.0,4.3,0.592235
1515,42792,The Carpetbaggers,150.0,en,0,1964-04-08,0.0,5.3,1.427019
1516,108822,Night and Day,90.0,en,0,1991-08-28,0.0,5.0,1e-06
1517,19378,The Cat from Outer Space,104.0,en,0,1978-06-09,0.0,5.6,2.889806
1518,33065,Alesha Popovich and Tugarin the Dragon,72.0,ru,4000000,2004-12-23,1730000.0,6.1,1.760091
1519,345875,The Abandoned,86.0,en,0,2016-01-08,0.0,4.1,2.932801
1520,25224,Masterminds,106.0,en,0,1997-08-22,0.0,4.1,6.963206
1521,1966,Alexander,175.0,en,155000000,2004-11-21,167298192.0,5.6,13.498641
1522,68190,Ralliraita,0.0,en,0,2009-06-16,0.0,6.8,0.188832
1523,92620,The Color of Friendship,87.0,en,0,2000-02-05,0.0,6.5,0.901429
1524,43514,Thank Your Lucky Stars,127.0,en,0,1943-09-25,0.0,6.8,6.037392
1525,124680,Broken English,92.0,en,0,1996-09-09,0.0,7.0,0.369118
1526,270047,Beck 06 - Monstret,90.0,sv,0,1998-05-28,0.0,5.0,0.494387
1527,320433,The Ninja Immovable Heart,97.0,en,0,2014-02-27,0.0,3.5,0.68636
1528,291869,I Am Michael,98.0,en,0,2015-01-29,0.0,6.2,9.565297
1529,7227,Airport '77,114.0,en,6000000,1977-03-11,30000000.0,5.8,9.394776
1530,336220,The Other Side,92.0,en,0,2015-11-25,0.0,5.7,0.528407
1531,11001,Blue Streak,93.0,en,65000000,1999-09-17,117758500.0,6.1,6.229424
1532,37487,The Secret Ways,112.0,en,0,1961-04-01,0.0,5.0,0.288557
1533,166888,The Condemned of Altona,114.0,it,0,1962-10-30,0.0,9.0,0.524034
1534,263260,Aschenputtel,,de,0,1955-09-03,0.0,7.0,0.071483
1535,36491,Carlton-Browne of the F.O.,88.0,en,0,1959-03-10,0.0,8.3,0.63657
1536,29946,The Golden Bowl,130.0,en,15000000,2000-05-14,0.0,6.5,1.637394
1537,90720,The Hellbenders,90.0,it,0,1967-02-02,0.0,6.2,0.628567
1538,80717,Violeta Went to Heaven,110.0,es,0,2011-08-11,0.0,6.7,0.149482
1539,15774,"Swades: We, the People",210.0,hi,5000000,2004-12-17,0.0,7.3,4.971198
1540,354388,No Home Movie,115.0,en,0,2015-08-10,0.0,8.1,0.371059
1541,390410,Shadow World,94.0,en,0,2016-04-16,0.0,8.3,0.356383
1542,102651,Maleficent,97.0,en,180000000,2014-05-28,758539785.0,7.0,19.467404
1543,4680,Two Men in Town,100.0,fr,0,1973-10-24,0.0,6.8,2.740764
1544,127776,Because They're Young,102.0,en,0,1960-04-01,0.0,5.0,0.091664
1545,53906,Jet Pilot,112.0,en,9000000,1957-10-11,0.0,5.2,0.836961
1546,5916,The Getaway,118.0,en,3352254,1972-12-13,58831997.0,7.0,10.037593
1547,8749,Hamlet Goes Business,86.0,fi,0,1987-08-21,0.0,5.7,0.824719
1548,42001,The Princess and the Goblin,82.0,en,0,1992-12-18,0.0,5.0,1.914869
1549,310137,Bound to Vengeance,80.0,en,0,2015-06-26,0.0,5.6,4.393241
1550,63327,The Valley,105.0,fr,0,1972-07-06,0.0,6.0,1.012805
1551,53766,Why Change Your Wife?,90.0,en,0,1920-05-21,0.0,7.5,0.193764
1552,71103,Old Man Khottabych,86.0,ru,0,1956-06-06,0.0,6.1,0.805339
1553,19594,Bartok the Magnificent,67.0,en,0,1999-11-15,0.0,5.8,4.28423
1554,91122,16 to Life,118.0,en,0,2009-09-19,0.0,4.4,0.48186
1555,277416,The Adventure of Faustus Bidgood,110.0,en,0,1986-01-02,0.0,7.0,0.046792
1556,44095,A Map For Saturday,90.0,en,0,2007-08-07,0.0,7.2,0.356735
1557,353148,The Land of Smiles,59.0,en,0,2015-04-17,0.0,8.0,0.091356
1558,27873,Battletruck,91.0,en,1000000,1982-01-01,3000000.0,4.2,0.815844
1559,77137,The Barber of Rio,105.0,it,0,1996-01-01,0.0,6.6,0.515906
1560,64627,Operation Ganymed,118.0,de,0,1977-11-05,0.0,3.3,0.68213
1561,109323,Who Killed Cock Robin?,8.0,en,27715,1935-06-28,0.0,7.3,0.430847
1562,31372,Samurai I: Musashi Miyamoto,93.0,ja,0,1954-09-26,0.0,7.4,3.28276
1563,241693,Beyond Beauty: Taiwan from Above,93.0,zh,3400000,2013-11-01,0.0,6.9,0.708974
1564,957,Spaceballs,96.0,en,22700000,1987-06-24,38119483.0,6.7,9.10373
1565,97400,The Sweatbox,86.0,en,0,2002-09-13,0.0,7.8,1.03829
1566,227859,The Book of Daniel,88.0,en,0,2013-10-01,0.0,6.0,0.281921
1567,9679,Gone in Sixty Seconds,118.0,en,90000000,2000-06-09,237202299.0,6.1,14.091765
1568,57813,Perth: The Geylang Massacre,106.0,en,0,2004-04-28,0.0,4.0,0.113128
1569,13841,Rad,91.0,en,0,1986-03-21,2015882.0,7.1,5.624953
1570,12266,Strange Affair,105.0,fr,0,1981-12-23,0.0,4.2,0.58662
1571,345911,Lights Out,81.0,en,4900000,2016-07-21,148868835.0,6.3,11.494907
1572,226594,Jerusalem,168.0,en,0,1996-09-05,0.0,6.0,0.192726
1573,57431,The Sitter,81.0,en,25000000,2011-12-09,34942188.0,5.4,13.105682
1574,205076,Not My Life,120.0,en,0,2006-09-03,0.0,3.5,0.713935
1575,360328,Dartmoor Killing,0.0,en,0,2015-09-18,0.0,5.8,0.180072
1576,19058,Down,111.0,en,15000000,2001-05-11,163169.0,4.1,1.158196
1577,1483,Begotten,78.0,en,33000,1990-04-30,0.0,5.0,2.592052
1578,30245,Mr. Bones 2: Back from the Past,101.0,en,0,2008-11-27,0.0,5.1,1.06374
1579,13680,The Game Plan,110.0,en,22000000,2007-09-28,147880543.0,6.0,9.627676
1580,33676,Losin' It,100.0,en,7000000,1983-04-08,1246141.0,4.5,3.132019
1581,76047,Två killar och en tjej,111.0,sv,0,1983-03-25,0.0,5.0,0.005792
1582,151960,Planes,91.0,en,50000000,2013-08-09,219788712.0,5.7,11.604181
1583,27920,A Summer to Remember,80.0,en,0,1960-08-12,0.0,4.7,0.353118
1584,47462,Everyone,90.0,en,0,2004-09-30,0.0,4.6,1.311293
1585,429662,Viceroy's House,106.0,en,0,2017-03-03,0.0,6.5,16.153534
1586,13592,Eddie Izzard: Sexie,97.0,en,0,2003-11-26,0.0,6.5,0.37221
1587,85648,Showdown,99.0,en,0,1973-06-20,0.0,5.5,0.874587
1588,268100,Casa Grande,117.0,pt,0,2014-01-28,0.0,7.3,2.221013
1589,232679,When the Game Stands Tall,115.0,en,15000000,2014-08-22,30127963.0,6.3,6.617708
1590,128311,Under the Bed,87.0,en,0,2012-07-19,0.0,5.0,6.670898
1591,71701,The Damned,87.0,en,0,1963-05-19,0.0,6.3,3.153147
1592,43863,Personal Property,84.0,en,0,1937-03-19,0.0,8.0,0.116248
1593,26829,The Houston Story,79.0,en,0,1956-02-01,0.0,5.0,0.608893
1594,56558,Remember the Day,86.0,en,0,1941-12-25,0.0,7.0,0.049783
1595,11030,Zelig,79.0,en,0,1983-07-15,11798616.0,7.4,5.94179
1596,297288,Good for Nothing,87.0,it,0,2014-10-23,0.0,6.5,1.109136
1597,15165,Barbie as The Princess & the Pauper,85.0,en,0,2004-09-28,0.0,6.9,6.665069
1598,34064,Marilena de la P7,45.0,en,0,2006-02-15,0.0,6.8,0.579393
1599,149232,The Pardon,109.0,en,5000000,2013-03-22,0.0,5.0,1.242132
1600,392629,"Murder, She Baked: A Deadly Recipe",84.0,en,0,2016-06-19,0.0,7.1,3.060973
1601,1976,Jezebel,103.0,en,1250000,1938-03-19,0.0,7.2,11.277226
1602,27671,Pop Skull,86.0,en,2000,2007-07-06,0.0,3.7,0.222681
1603,36063,MW,129.0,en,0,2009-07-03,0.0,5.9,0.742827
1604,240510,Stromberg - Der Film,123.0,de,0,2014-02-20,0.0,7.0,4.690582
1605,397517,Be Somebody,88.0,en,0,2016-06-10,0.0,6.6,2.675291
1606,105703,The Boys from Fengkuei,98.0,zh,0,1983-07-13,0.0,6.9,0.080905
1607,36549,Yesterday Was a Lie,89.0,en,0,2008-01-01,0.0,6.0,0.185714
1608,113936,The Roof,96.0,it,0,1956-09-29,0.0,4.5,0.543164
1609,80276,Dookudu,174.0,te,0,2011-09-23,0.0,5.3,0.468642
1610,393945,150 Milligrams,128.0,fr,0,2016-11-18,0.0,7.4,1.730912
1611,16561,The Sunshine Boys,111.0,en,0,1975-11-06,0.0,6.8,2.055346
1612,120995,Tevye,93.0,en,0,1939-12-21,0.0,5.0,0.075978
1613,10515,Castle in the Sky,124.0,ja,0,1986-08-02,0.0,7.8,11.061551
1614,65283,The Proud and the Beautiful,0.0,en,0,1953-11-25,0.0,6.8,0.143037
1615,30949,Palmetto,114.0,en,0,1998-02-20,0.0,5.7,4.475177
1616,329286,Trevor Moore: High In Church,60.0,en,0,2015-03-02,0.0,7.5,0.189606
1617,311615,Smosh: The Movie,84.0,en,0,2015-07-24,0.0,4.8,4.197684
1618,13320,Funny Face,103.0,en,0,1957-02-13,0.0,7.0,5.461487
1619,254661,O'er the Land,52.0,en,0,2009-01-01,0.0,9.0,0.040056
1620,10553,Remo Williams: The Adventure Begins...,121.0,en,0,1985-10-11,14393902.0,6.4,11.106754
1621,102533,Stormy Weather,91.0,en,0,2003-09-07,0.0,6.3,0.072955
1622,36800,Metropia,86.0,en,5060730,2009-10-21,0.0,6.3,3.360982
1623,43319,Man Without a Star,89.0,en,0,1955-03-24,0.0,6.4,3.020363
1624,11153,National Lampoon's Vacation,98.0,en,15000000,1983-07-28,61399552.0,7.1,7.747432
1625,711,Finding Forrester,136.0,en,43000000,2000-12-21,80049764.0,7.0,10.536255
1626,9026,The Importance of Being Earnest,97.0,en,0,2002-05-17,0.0,6.8,8.287054
1627,42295,The House on 92nd Street,88.0,en,0,1945-09-10,0.0,5.2,0.485843
1628,102949,Alive or Preferably Dead,101.0,it,0,1969-09-17,0.0,7.0,0.351634
1629,149445,Harry and Walter Go To New York,115.0,en,0,1976-06-17,0.0,6.6,1.345474
1630,27066,The Voyeur,90.0,it,0,1994-01-27,0.0,4.1,7.488283
1631,54102,Generation Kill,470.0,en,0,2008-07-13,0.0,7.8,4.213894
1632,10009,Brother Bear,85.0,en,100000000,2003-10-23,0.0,6.9,12.300905
1633,360627,Columbo - Ransom for a Dead Man,0.0,en,0,1973-01-01,0.0,8.2,0.00222
1634,11502,Knife in the Water,94.0,pl,0,1962-03-09,0.0,7.1,9.474616
1635,40820,Punchline,123.0,en,15000000,1988-10-07,21032267.0,5.1,5.764399
1636,12920,Dreamer: Inspired By a True Story,106.0,en,0,2005-09-10,0.0,6.4,7.811933
1637,60859,The Confession,139.0,fr,0,1970-04-29,0.0,7.3,2.436542
1638,390766,Southwest of Salem: The Story of the San Antonio Four,91.0,en,0,2016-04-15,0.0,6.3,0.142572
1639,20325,Swing Time,103.0,en,886000,1936-08-27,2600000.0,7.1,6.507597
1640,20416,The Deep,123.0,en,0,1977-06-17,0.0,5.7,10.507151
1641,106747,Machete Kills,107.0,en,12000000,2013-09-12,15008161.0,5.3,9.251084
1642,60278,Hollywood Hong Kong,108.0,cn,0,2001-09-02,0.0,7.2,0.259577
1643,15768,A Colbert Christmas: The Greatest Gift of All!,60.0,en,0,2008-11-23,0.0,7.0,1.421005
1644,296071,Princess Jellyfish,126.0,ja,0,2014-12-27,0.0,7.4,0.920347
1645,92307,The Final Comedown,83.0,en,0,1972-05-31,0.0,5.7,0.000809
1646,57276,Pina,106.0,de,4317946,2011-02-24,14624826.0,7.3,12.452985
1647,8291,Poetic Justice,109.0,en,14000000,1993-07-23,27515786.0,6.9,6.972599
1648,43281,Love Without Pity,84.0,en,0,1989-11-22,0.0,8.0,0.002317
1649,101,Leon: The Professional,110.0,fr,16000000,1994-09-14,45284974.0,8.2,20.477329
1650,129798,The Crying Dead,0.0,en,0,2011-10-31,0.0,4.0,0.544923
1651,107812,Lovers and Liars,120.0,it,0,1979-04-24,0.0,8.0,0.0779
1652,38191,The Sunchaser,122.0,en,0,1996-05-29,0.0,6.1,2.35809
1653,34194,Tenchi the Movie 2: The Daughter of Darkness,60.0,en,0,1997-08-02,0.0,6.5,0.410598
1654,42195,The Testaments,65.0,en,0,2000-03-24,0.0,7.2,0.614776
1655,174958,Harakiri,80.0,en,0,1919-12-18,0.0,6.5,0.480186
1656,325758,I Am Thor,84.0,en,0,2015-11-20,0.0,8.7,0.306142
1657,52633,Switchblade Sisters,91.0,en,0,1975-01-05,0.0,6.6,6.035166
1658,105184,Trance,89.0,de,0,1982-06-04,0.0,7.0,1.358396
1659,26936,Boiling Point,96.0,ja,0,1990-09-15,0.0,6.6,1.961194
1660,68280,Requiem for a Killer,91.0,fr,0,2011-06-01,0.0,4.6,5.479873
1661,91979,Will,102.0,en,0,2011-11-04,0.0,6.8,1.222804
1662,3937,Blondie on a Budget,72.0,en,0,1940-02-29,0.0,6.5,0.44415
1663,40478,Baby Doll,114.0,en,0,1956-12-18,0.0,7.2,1.581449
1664,14126,Catacombs,92.0,en,0,2007-06-01,0.0,4.5,7.095063
1665,9021,The Santa Clause 2,104.0,en,65000000,2002-10-31,172855065.0,5.5,5.205729
1666,9593,Last Action Hero,130.0,en,85000000,1993-06-18,137298489.0,6.1,9.434006
1667,40978,Emmanuelle 4,89.0,fr,0,1984-02-15,0.0,5.0,2.704921
1668,23908,A Midnight Clear,108.0,en,0,1992-04-24,0.0,6.9,7.210452
1669,52044,Insane,87.0,en,750000,2010-02-09,0.0,3.1,1.097638
1670,8675,Orgazmo,94.0,en,1000000,1997-09-06,0.0,6.2,5.919725
1671,378240,Yu☆Gi☆Oh!,31.0,ja,0,1999-03-06,0.0,6.6,0.471173
1672,9429,A Night at the Roxbury,81.0,en,17000000,1998-10-01,30331165.0,5.9,12.480685
1673,46387,Hum Aapke Hain Koun,206.0,hi,0,1994-08-05,26900000.0,6.1,1.172228
1674,19350,Knights of Bloodsteel,177.0,en,0,2009-09-07,0.0,4.6,2.327569
1675,79190,Jabberwock Dragon Siege,140.0,en,0,2011-09-09,0.0,3.0,1.488831
1676,2088,Romeo Is Bleeding,100.0,en,11500000,1993-09-13,3275585.0,5.7,9.796318
1677,13343,The Ghost & Mr. Chicken,90.0,en,700000,1966-01-20,0.0,6.6,1.907872
1678,15671,Picture This,92.0,en,0,2008-07-13,0.0,5.4,13.415919
1679,104720,Forever Amber,138.0,en,0,1947-10-10,0.0,5.7,0.732319
1680,92663,Ashik Kerib,73.0,ka,0,1988-01-01,0.0,5.5,0.000308
1681,57248,The Movie Hero,98.0,en,475000,2003-03-08,0.0,6.0,0.225311
1682,58443,Blue Crush 2,113.0,en,7000000,2011-06-07,0.0,4.8,2.689455
1683,22590,Sidekicks,101.0,en,0,1992-12-17,0.0,4.9,2.489661
1684,117232,Lady Blue Shanghai,16.0,en,0,2010-05-16,0.0,6.7,0.824515
